SurveyPurpose,Protocol,WaterID,WaterName,SampleDate,Location,Elevation,UTMZone,UTMX,UTMY,INCLUDE,KMB COMMENTS,NewUTMX,NewUTMY,Basin,StationLength,AvgWidth,StationCode,SiteType,SurveyID,Comment,Narrative,USGS
NULL,PRESENCE/ABSENCE,28971,ARKANSAS R #3B,5/25/12,BLW Pueblo Reservoir Rd @ Gauge,4742,13,524655,4235957,,,524657,4235962,Arkansas,NULL,NULL,AR0212,NULL,27999,NULL,Trout were either LOC or RBT.,NO
NULL,PRESENCE/ABSENCE,28971,ARKANSAS R #3B,5/25/12,ABV bike path bridge (sucker hole),4742,13,525007,4235953,,,525024,4235971,Arkansas,NULL,NULL,AR3430,NA,30429,parse electro efforts,"Settings: 300V, 30Hz, 40% DC.  Effort: 1411 seconds.  Two netters.  Shocked edges and began upstream of hatchery (above bike path bridge) and shocked 1/2 way to Juniper bridge. Trout were either LOC or RBT.",NO
NULL,PRESENCE/ABSENCE,28971,ARKANSAS R #3B,6/5/12,ABV bike path bridge (sucker hole),4742,13,525007,4235953,,,525024,4235971,Arkansas,NULL,NULL,AR3430,NA,30430,parse electro efforts,"Settings: 300V, 30Hz, 40% DC.  Effort: 1741 seconds.  Two netters.  Shocked edges and began upstream of hatchery (above bike path bridge) and shocked 1/2 way to Juniper bridge. Trout were either LOC or RBT.",NO
NULL,PRESENCE/ABSENCE,28971,ARKANSAS R #3B,6/6/12,Pueblo kayak course,4652,13,533299,4235084,,,533296,4235082,Arkansas,NULL,NULL,AR3332,NULL,31958,parse electro efforts,"Settings: 200-300V, 30Hz, 40% DC.  Effort: 3823 seconds.  Two netters.  Shocked edges of 3rd and 5th kayak course pool from bottom. (5th from bottom 3rd from top).",NO
NULL,PRESENCE/ABSENCE,28971,ARKANSAS R #3B,6/21/12,BLW Pueblo Reservoir Rd @ Gauge,4742,13,524655,4235957,,,524657,4235962,Arkansas,NULL,NULL,AR0212,NULL,28000,NULL,Trout were either LOC or RBT.,NO
NULL,PRESENCE/ABSENCE,28971,ARKANSAS R #3B,6/21/12,ABV bike path bridge (sucker hole),4742,13,525007,4235953,,,525024,4235971,Arkansas,NULL,NULL,AR3430,NA,30431,parse electro efforts,"Settings: 300V, 30Hz, 40% DC.  Effort: 3534 seconds.  Two netters.  Shocked edges and began upstream of hatchery (above bike path bridge) and shocked 1/2 way to Juniper bridge. Trout were either LOC or RBT.",NO
NULL,PRESENCE/ABSENCE,33393,Goodale Slough,6/21/12,125 M ABV HWY 198,3536,13,724497,4221896,Exclude,Different protocol?,724497,4221896,Arkansas,NULL,NULL,AR2446,NULL,39094,NA,"SE Record 1264, Elevation 3542 Vegetation included Duckweed, Chara, sedges, and horsetails Sampling to look for ARD planted November 2011 ",NO
NULL,PRESENCE/ABSENCE,28966,ARKANSAS R #2A,6/22/12,3 KM BLW Purgatoire River N of CO RD 15.4 & FF.5 on John Martin SWA,3859,13S,662263,4214610,Exclude,Different protocol?  ,662259,4214615,Arkansas,500,NULL,AR3271,NULL,39093,NA,"Braided channels on both sides of river and one channel had a 4-5ft pool at upsteam start of side channel, Elevation 364 Observed white tail deer Sample focused on confirming presence of YBH ",NO
NULL,PRESENCE/ABSENCE,28971,ARKANSAS R #3B,7/5/12,BLW Pueblo Reservoir Rd @ Gauge,4742,13,524655,4235957,,,524657,4235962,Arkansas,NULL,NULL,AR0212,NULL,28001,NULL,Trout were either LOC or RBT.,NO
NULL,PRESENCE/ABSENCE,28971,ARKANSAS R #3B,7/5/12,ABV bike path bridge (sucker hole),4742,13,525007,4235953,,,525024,4235971,Arkansas,NULL,NULL,AR3430,NA,30432,parse electro efforts,"Settings: 300V, 30Hz, 40% DC.  Effort: 1243 seconds per shocker.  Two shockers, four netters.  Shocked edges and began upstream of hatchery (above bike path bridge) and shocked 1/2 way to Juniper bridge. Trout were either LOC or RBT.",NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,7/12/12,0.5 mi ABV Old Pueblo Rd,5362,13,528505,4272984,,,528505,4272984,Arkansas,500,80,AR3371,NULL,28639,Notes Textbox removed,NULL,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,7/12/12,4.5 mi BLW Old Pueblo Rd,5238,13,532693,4268339,,,532693,4268339,Arkansas,500,100,AR3372,NULL,28640,Notes Textbox removed,NULL,NO
NULL,PRESENCE/ABSENCE,28971,ARKANSAS R #3B,7/18/12,BLW Pueblo Reservoir Rd @ Gauge,4742,13,524655,4235957,,,524657,4235962,Arkansas,NULL,NULL,AR0212,NULL,28002,NULL,Trout were either LOC or RBT.,NO
NULL,PRESENCE/ABSENCE,28971,ARKANSAS R #3B,7/18/12,ABV bike path bridge (sucker hole),4742,13,525007,4235953,,,525024,4235971,Arkansas,NULL,NULL,AR3430,NA,30433,parse electro efforts,"Settings: 300V, 30Hz, 40% DC.  Effort: 1417 seconds.  Three netters.  Shocked edges and began upstream of hatchery (above bike path bridge) and shocked 1/2 way to Juniper bridge. Trout were either LOC or RBT.",NO
NULL,PRESENCE/ABSENCE,28966,ARKANSAS R #2A,7/19/12,ABV Rocky Ford SWA,4131,13,615483,4213409,,,615472,4213393,Arkansas,500,NULL,AR0429,NULL,39123,NULL,SE Record 1273; Elevation 4143 Same location as 2011 plains minnow plant site Male RDS in full spawning color with nuptial tubercles and were found in high numbers in gravel substrate Gravid SAH,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,7/24/12,0.5 MI ABV Pace Rd,4994,13,535046,4254426,,,535046,4254426,Arkansas,500,75,AR3373,NULL,28627,Notes Textbox removed,NULL,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,7/25/12,0.5 mi ABV Old Pueblo Rd,5362,13,528505,4272984,,,528505,4272984,Arkansas,500,80,AR3371,NULL,28641,Notes Textbox removed,NULL,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,7/26/12,4.5 mi BLW Old Pueblo Rd,5238,13,532693,4268339,,,532693,4268339,Arkansas,500,100,AR3372,NULL,28642,Notes Textbox removed,NULL,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,8/7/12,ABV Williams Creek,5245,13S,532279,4268306,,,532284,4268296,Arkansas,500,100,AR2936,Random,29315,Updated createdby from 10AQ1041 to 12-AQ2069,"given UTMs (13, 532693E 4268339N) placed station on Williams Creek & were corrected to place station 4.5 mi BLW Old Pueblo Rd",NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,8/8/12,0.5 mi ABV Old Pueblo Rd,5362,13,528505,4272984,,,528505,4272984,Arkansas,500,80,AR3371,NULL,28643,Notes Textbox removed,NULL,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,8/10/12,0.5 MI ABV Pace Rd,4994,13,535046,4254426,,,535046,4254426,Arkansas,500,75,AR3373,NULL,28628,Notes Textbox removed,NULL,NO
NULL,PRESENCE/ABSENCE,28966,ARKANSAS R #2A,8/10/12,270 M South Of Old Fort Bent,3994,13,637738,4211206,,,637738,4211201,Arkansas,500,84,AR1814,NULL,39143,NULL,Turbidity 5.5cm   ,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,8/24/12,0.5 MI ABV Pace Rd,4994,13,535046,4254426,,,535046,4254426,Arkansas,500,75,AR3373,NULL,28629,Notes Textbox removed,NULL,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,8/24/12,0.5 mi ABV Old Pueblo Rd,5362,13,528505,4272984,,,528505,4272984,Arkansas,500,80,AR3371,NULL,28644,Notes Textbox removed,NULL,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,8/24/12,4.5 mi BLW Old Pueblo Rd,5238,13,532693,4268339,,,532693,4268339,Arkansas,500,100,AR3372,NULL,28645,Notes Textbox removed,NULL,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,9/7/12,0.5 mi ABV Old Pueblo Rd,5362,13,528505,4272984,,,528505,4272984,Arkansas,500,80,AR3371,NULL,28379,Notes Textbox removed,NULL,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,9/7/12,4.5 mi BLW Old Pueblo Rd,5238,13,532693,4268339,,,532693,4268339,Arkansas,500,100,AR3372,NULL,28380,Notes Textbox removed,NULL,NO
NULL,PRESENCE/ABSENCE,33201,BIG SANDY CREEK,9/13/12,150 M BLW Ramah Reservoir,6162,13,568729,4327990,Exclude,Different protocol?,568720,4328015,Arkansas,NULL,NULL,AR0106,NULL,39208,NULL,"SE Record 1290, Elevation:  6141 ft Surveying for ARD, No Fish Collected Pooled habitats ",NO
NULL,PRESENCE/ABSENCE,33201,BIG SANDY CREEK,9/13/12,150 M BLW Ramah Reservoir,6162,13,568729,4327990,,,568720,4328015,Arkansas,75,NULL,AR0106,NULL,39209,NULL,SE Record 1291; Elevation:  6125 200m BLW Ramah Reservoir dam BLW southern cement spill way Pooled habitat 70% of substrate was cement,NO
NULL,PRESENCE/ABSENCE,33592,TURKEY CREEK,9/14/12,0.6 MI ABV Arkansas River @ Pueblo Reservoir,4849,13,514910,4239000,Exclude,Dry,514891,4238994,Arkansas,NULL,NULL,AR0061,NULL,39210,NULL,"SE Record: 1292; Elevation:  4873 ft Site looking normally dry, but at time of survey was small braided channel with very small amount of water Not enough water to sample Survey focused on SRD",NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,9/14/12,Tributary To Arkansas River - ABV Pueblo Reservoir SWA Rd,4942,13,516572,4235366,Exclude,Dry,516582,4235377,Arkansas,NULL,NULL,AR0057,NULL,39411,NULL,SE Record 1293;  Dry Site - No fish collected  ,NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,9/14/12,Tributary To Arkansas River - 0.3 MI W Inlet to Reservoir On Pueblo SWA (#1),4915,13,516636,4235857,Exclude,Dry,516593,4235862,Arkansas,NULL,NULL,AR0058,NULL,39412,NULL,SE Record 1294; Elevation 4929 Dry Site - No fish collected  ,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,9/21/12,0.5 mi ABV Old Pueblo Rd,5362,13,528505,4272984,,,528505,4272984,Arkansas,500,80,AR3371,NULL,28381,Notes Textbox removed,NULL,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,9/21/12,4.5 mi BLW Old Pueblo Rd,5238,13,532693,4268339,,,532693,4268339,Arkansas,500,100,AR3372,NULL,28382,Notes Textbox removed,NULL,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,9/21/12,0.5 MI ABV Pace Rd,4994,13,535046,4254426,,,535046,4254426,Arkansas,500,75,AR3373,NULL,28400,Notes Textbox removed,NULL,NO
NULL,TWO-PASS REMOVAL,29901,GRAPE CREEK #1A,9/21/12,STATION #2: ABV Temple Canyon Road,5785,13S,471536,4251102,,,471536,4251103,Arkansas,460,26.7,AR2771,NULL,29710,narrative cut off,RBT are Hofer/Colorado River rainbow crosses (numerous more seen but not collected).  Numerous LND seen but not collected. Q,NO
NULL,TWO-PASS REMOVAL,29149,BEAVER CREEK,9/25/12,(STA #3) 1/4 MILE BELOW UPPER PARKING LOT,6059,13S,498477,4268785,,,498477,4268785,Arkansas,456,17.5,AR3469,NA,29698,narrative cut off,Post-habitat improvement (experimental) station - PHASE 1.  October 2006 habitat improvement project included work in this reach.  Several LND seen but not collected.  T,NO
NULL,TWO-PASS REMOVAL,29149,BEAVER CREEK,9/25/12,100 Yds BLW Banta Gulch Trib,6084,13,498743,4269244,,,498743,4269244,Arkansas,465,17.8,AR0788,NULL,30531,narrative cut off,Post-habitat improvement (control) station - PHASE 1.  October 2006 habitat improvement project did not include work in this reach.  Two backpack shockers used.  Numerous LND seen but not collected.  T,NO
NULL,TWO-PASS REMOVAL,29149,BEAVER CREEK,9/26/12,(STA #1) 0.75 MILE BELOW BRIDGE CROSSING,5940,13S,497594,4266944,,,497593,4266944,Arkansas,348,18.5,AR3467,NA,30471,narrative cut off,Pre-habitat improvement (experimental) station - PHASE 2. Few LND seen but not collected.  T,NO
NULL,TWO-PASS REMOVAL,29149,BEAVER CREEK,9/26/12,(STA #2) 1/4 MILE BELOW BRIDGE CROSSING,5995,13S,497983,4267691,,,497860,4267644,Arkansas,393,16.3,AR3468,NA,30530,narrative cut off,Pre-habitat improvement (control) station - PHASE 2.  Several LND seen but not collected.  Pteronarcys californica specimens photographed and collected.  T,NO
NULL,PRESENCE/ABSENCE,33201,BIG SANDY CREEK,10/2/12,150 M BLW Ramah Reservoir,6162,13,568729,4327990,,,568720,4328015,Arkansas,NULL,NULL,AR0106,NULL,39215,NULL,SE Record 1298; Elevation: 6148 ft Multiple pools below spill way Efished;  Surrounded by cattails: aquatic veg. watercrest Water quality not collected; ,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,10/5/12,0.5 mi ABV Old Pueblo Rd,5362,13,528505,4272984,,,528505,4272984,Arkansas,500,80,AR3371,NULL,28383,Notes Textbox removed,NULL,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,10/5/12,4.5 mi BLW Old Pueblo Rd,5238,13,532693,4268339,,,532693,4268339,Arkansas,500,100,AR3372,NULL,28384,Notes Textbox removed,NULL,NO
NULL,MARK/RECAPTURE,32970,ARKANSAS R #6B,10/18/12,0.5 MI ABV Henthorn Gulch @ Unnamed Trib (AR14),6391,13,437313,4246724,Exclude,Mark-recapture study.,437313,4246724,Arkansas,5808,111,AR2141,NULL,30669,No gear/effort,"Mark Pass 10-15 Rainbow trout (CRR) collected on mark run from 370 to 460 mm with adipose fin removed were stocked March 16, 2006 just below Salida at 6.25 inches (see raw data).  Two brown trout collected in poor condition (all over 30 cm).  Fifteen longnose dace collected.  Most suckers collected but no weights taken.  Several WHS and LGS seen but not collected.  Numerous LOC fry seen, but not collected.",NO
NULL,PRESENCE/ABSENCE,33275,ST CHARLES R #1,10/22/12,ABV I-25,4972,13,528783,4219293,Exclude,Dry,528783,4219293,Arkansas,NULL,NULL,AR0078,NULL,29761,NA,Dry.,NO
NULL,TWO-PASS REMOVAL,33275,ST CHARLES R #1,10/23/12,200 M BLW Greenhorn Creek (SC-4),4872,13S,532583,4221954,Exclude,different protocol?,532583,4221952,Arkansas,115,6.5,AR3224,NULL,28949,NA,"Fish collected for tissue analysis, intermittent pools present",NO
NULL,TWO-PASS REMOVAL,33275,ST CHARLES R #1,10/23/12,200 M ABV Greenhorn Creek (SC-3),4874,13S,532355,4221975,Exclude,different protocol? ,532318,4221969,Arkansas,85,7.1,AR3223,NULL,30145,NA,"ZZZ = unknown juvenile (cyprinidae), Fish collected for tissue analysis, series of intermittent pools",NO
NULL,TWO-PASS REMOVAL,33275,ST CHARLES R #1,10/23/12,370 M ABV 27th Ln AR2085? (SC-8),4674,13S,540683,4229021,Exclude,different protocol? ,540704,4228994,Arkansas,327,13.3,AR3226,NULL,30147,NA,Fish collected for tissue analysis.,NO
NULL,TWO-PASS REMOVAL,33275,ST CHARLES R #1,10/24/12,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731,13,537435,4227155,Exclude,different protocol? ,537524,4227155,Arkansas,346,22.3,AR2901,NULL,29009,NA,Fish collected for tissue analysis.,NO
NULL,TWO-PASS REMOVAL,33275,ST CHARLES R #1,10/24/12,1.2 KM ABV Business Loop HWY 50 (SC-9),4601,13S,544382,4232437,Exclude,different protocol?   ,544404,4232443,Arkansas,252,16.5,AR3227,NULL,29576,NA,Fish collected for tissue analysis.,NO
NULL,PRESENCE/ABSENCE,33201,BIG SANDY CREEK,10/31/12,ABV Fair Play Rd,6443,13,556297,4325814,Exclude,Different protocol?,556296,4325823,Arkansas,175,NULL,AR0310,NULL,39252,NULL,SE Record 1304; Elevation: 6457 ft. No fish collected Surveying for ARD ,NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,10/31/12,Tributary To Big Sandy Creek - ABV Fair Play Rd,6443,13,556306,4325605,,Method = trapping,556270,4325818,Arkansas,500,NULL,AR0311,NULL,39413,NULL,SE Record 1305; Elevation: 6545 ft. Surveying for ARD  ,NO
NULL,PRESENCE/ABSENCE,33201,BIG SANDY CREEK,11/2/12,ABV Fair Play Rd,6443,13,556297,4325814,,,556296,4325823,Arkansas,175,36,AR0310,NULL,39253,NULL,"SE Record 1307; Elevation: 6457 ft. Large amounts of duck weed.  Deep pool, poor sampling conditions Surveying for ARD ",NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,11/2/12,Tributary To Big Sandy Creek - ABV Fair Play Rd,6443,13,556306,4325605,,,556270,4325818,Arkansas,500,NULL,AR0311,NULL,39418,NULL,SE Record 130; Elevation: 6545 ft. Surveying for ARD Extreme Amts of Duck Weed Poor Sampling Conditions,NO
NULL,TWO-PASS REMOVAL,28971,ARKANSAS R #3B,5/3/13,ABV bike path bridge (sucker hole),4742,13,525007,4235953,Exclude,Narrative lists species that are not in the data base.  ,525024,4235971,Arkansas,50,8,AR3430,NA,33671,NULL,"Other spp present WHS, LND, LNS.  851 sec. First pass 478 sec second 373 sec.  Conductivity 494.  Did two other passes downstream 0526170 4234771 (358 sec) and 0525436 4235172 (269sec) but no yoy trout at either location.",NO
NULL,PRESENCE/ABSENCE,28971,ARKANSAS R #3B,6/13/13,ABV bike path bridge (sucker hole),4742,13,525007,4235953,,,525024,4235971,Arkansas,50,8,AR3430,NA,33691,NULL,Station upstream of sucker hole bridge (50ft).  200V 30Hz 40% duty cycle.  2 netters.,NO
NULL,PRESENCE/ABSENCE,31461,PURGATOIRE R #1,6/13/13,450 M BLW Beaty Canyon,4364,13,623033,4162836,,,623032,4162838,Arkansas,656,16.4,AR2524,NULL,35412,Appears that UTM X/Y entered as u/s terminus of reach,"Intermittent reach with deep, isolated pools. Electrofishing was not as effective due to high conductivity and no flow. Unless specific length measurement is given, fish were placed into four size classes... <150 mm, 150-300 mm, 300-460 mm, and > 460 mm. As requested, fish length will be recorded as the average length of each size class... < 150 mm = 75 mm; 150-300 mm = 225 mm; 300-460 mm = 380 mm; > 460 mm = 465 mm (most fish collected in the > 460 mm size class were not much longer than 460 mm so it is more representative of the fish collected to use 465 mm for their length).",NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,7/9/13,0.5 mi ABV Old Pueblo Rd,5362,13,528505,4272984,Exclude,Only caught FHCÄ different protocol?,528505,4272984,Arkansas,500,65,AR3371,NULL,36174,NULL,Î_Right-click / TextBox Object / Edit  to enter notes ,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,7/10/13,4.5 mi BLW Old Pueblo Rd,5238,13,532693,4268339,Exclude,Only caught FHCÄ different protocol?,532693,4268339,Arkansas,500,125,AR3372,NULL,36181,NULL,Î_Right-click / TextBox Object / Edit  to enter notes ,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,7/22/13,4.5 mi BLW Old Pueblo Rd,5238,13,532693,4268339,Exclude,Only caught FHCÄ different protocol?,532693,4268339,Arkansas,500,125,AR3372,NULL,36182,NULL,Î_Right-click / TextBox Object / Edit  to enter notes ,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,7/22/13,0.5 MI ABV Pace Rd,4994,13,535046,4254426,Exclude,Only caught FHCÄ different protocol?,535046,4254426,Arkansas,500,75,AR3373,NULL,36188,NULL,Î_Right-click / TextBox Object / Edit  to enter notes ,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,7/23/13,0.5 mi ABV Old Pueblo Rd,5362,13,528505,4272984,Exclude,Only caught FHCÄ different protocol?,528505,4272984,Arkansas,500,65,AR3371,NULL,36175,NULL,Î_Right-click / TextBox Object / Edit  to enter notes ,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,8/5/13,4.5 mi BLW Old Pueblo Rd,5238,13,532693,4268339,Exclude,Only caught FHCÄ different protocol?,532693,4268339,Arkansas,500,125,AR3372,NULL,36183,NULL,Î_Right-click / TextBox Object / Edit  to enter notes ,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,8/5/13,0.5 MI ABV Pace Rd,4994,13,535046,4254426,Exclude,Only caught FHCÄ different protocol?,535046,4254426,Arkansas,500,75,AR3373,NULL,36189,NULL,Î_Right-click / TextBox Object / Edit  to enter notes ,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,8/6/13,0.5 mi ABV Old Pueblo Rd,5362,13,528505,4272984,Exclude,Only caught FHCÄ different protocol?,528505,4272984,Arkansas,500,65,AR3371,NULL,36176,NULL,Î_Right-click / TextBox Object / Edit  to enter notes ,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,8/19/13,4.5 mi BLW Old Pueblo Rd,5238,13,532693,4268339,Exclude,Only caught FHCÄ different protocol?,532693,4268339,Arkansas,500,125,AR3372,NULL,36184,NULL,Î_Right-click / TextBox Object / Edit  to enter notes ,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,8/20/13,0.5 mi ABV Old Pueblo Rd,5362,13,528505,4272984,Exclude,Only caught FHCÄ different protocol?,528505,4272984,Arkansas,500,65,AR3371,NULL,36177,NULL,Î_Right-click / TextBox Object / Edit  to enter notes ,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,8/22/13,0.5 MI ABV Pace Rd,4994,13,535046,4254426,Exclude,Only caught FHCÄ different protocol?,535046,4254426,Arkansas,500,75,AR3373,NULL,36190,NULL,Î_Right-click / TextBox Object / Edit  to enter notes ,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,9/4/13,0.5 mi ABV Old Pueblo Rd,5362,13,528505,4272984,Exclude,Only caught FHCÄ different protocol?,528505,4272984,Arkansas,500,65,AR3371,NULL,36178,NULL,Î_Right-click / TextBox Object / Edit  to enter notes ,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,9/4/13,0.5 MI ABV Pace Rd,4994,13,535046,4254426,Exclude,Only caught FHCÄ different protocol?,535046,4254426,Arkansas,500,75,AR3373,NULL,36191,NULL,Î_Right-click / TextBox Object / Edit  to enter notes ,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,9/5/13,4.5 mi BLW Old Pueblo Rd,5238,13,532693,4268339,Exclude,Only caught FHCÄ different protocol?,532693,4268339,Arkansas,500,125,AR3372,NULL,36185,NULL,Î_Right-click / TextBox Object / Edit  to enter notes ,NO
NULL,PRESENCE/ABSENCE,31461,PURGATOIRE R #1,9/11/13,250 M BLW Siphon,3905,13,655421,4208379,,,655421,4208379,Arkansas,500,NULL,AR2327,NULL,39348,NULL,SE Record 1325; Elevation: 3913   ,NO
NULL,PRESENCE/ABSENCE,33756,BUFFALO CREEK,9/12/13,ABV HWY 385,3563,13,735553,4225731,,,735553,4225731,Arkansas,180.4,9.02075,AR0018,NULL,39354,NULL,"SE Record 1326; AR0018 Landowner noted harsh winter, dry & frozen stream Large amounts of watercress ARD Survey",NO
NULL,PRESENCE/ABSENCE,33384,WEST MAY  VALLEY DITCH,9/13/13,225 M BLW LL Rd (EMAP 01-0817),3638,13,709523,4222566,,,709512,4222564,Arkansas,263.75,13.175,AR1665,NULL,39349,NULL,"SE Record 1327; Elevation: 3648 Several colored males S1- Upstream; S2 Downstream E1- Seine run behind shocker, small ring used",NO
NULL,FULL HABITAT,33386,VISTA DEL RIO DITCH,9/18/13,600 M BLW CO RD 5 600 M ABV HWY 50,3639,13,705027,4220768,,,705027,4220769,Arkansas,185,9.25,AR0586,NULL,39702,NULL,Elevation:  3631   ,NO
NULL,PRESENCE/ABSENCE,33384,WEST MAY  VALLEY DITCH,9/18/13,ABV HWY 196,3620,13,709413,4221550,,,709414,4221550,Arkansas,155,7.75,AR0031,NULL,39704,NA,Elevation:  3818ft; Low battery on flow meter- only one measurement taken   ,NO
NULL,PRESENCE/ABSENCE,33756,BUFFALO CREEK,9/19/13,ABV HWY 385,3563,13,735553,4225731,,,735553,4225731,Arkansas,NULL,NULL,AR0018,NULL,39353,NULL,"SE Record 1331; Just downstream of SE1330 Same date, no WQ taken ",NO
NULL,FULL HABITAT,33990,UNMANAGED STM AR MJ DRAIN,9/19/13,Willow Creek - CO RD 12,3583,13,715696,4219023,,,715696,4219015,Arkansas,292,14.625,AR0027,NULL,39703,NULL,Elevation:  3576; Low battery on flow meter- velocities not measured.   ,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,9/20/13,0.5 mi ABV Old Pueblo Rd,5362,13,528505,4272984,Exclude,Only caught FHCÄ different protocol?,528505,4272984,Arkansas,500,65,AR3371,NULL,36179,NULL,Î_Right-click / TextBox Object / Edit  to enter notes ,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,9/20/13,4.5 mi BLW Old Pueblo Rd,5238,13,532693,4268339,Exclude,Only caught FHCÄ different protocol?,532693,4268339,Arkansas,500,125,AR3372,NULL,36186,NULL,Î_Right-click / TextBox Object / Edit  to enter notes ,NO
